geo,time,befolkning_alder_45_64_ar
8019,2011,181
8019,2012,177
8019,2013,172
8019,2014,171
8019,2015,188
8019,2016,191
8019,2017,189
8021,2000,85
8021,2001,79
8021,2002,77
8021,2003,71
8021,2004,74
8021,2005,73
8021,2006,79
8021,2007,74
8021,2008,70
8021,2009,66
8021,2010,74
8021,2011,73
8021,2012,69
8021,2013,62
8021,2014,63
8021,2015,57
8021,2016,53
8021,2017,50
8022,2000,253
8022,2001,265
8022,2002,264
8022,2003,265
8022,2004,273
8022,2005,261
8022,2006,274
8022,2007,259
8022,2008,252
8022,2009,267
8022,2010,269
8022,2011,267
8022,2012,279
8022,2013,286
8022,2014,277
8022,2015,274
8022,2016,275
8022,2017,288
8023,2000,20
8023,2001,23
8023,2002,24
8023,2003,22
8023,2004,27
8023,2005,34
8023,2006,48
8023,2007,54
8023,2008,55
8023,2009,52
8023,2010,57
8023,2011,55
8023,2012,58
8023,2013,65
8023,2014,70
8023,2015,76
8023,2016,78
8023,2017,75
8024,2000,331
8024,2001,351
8024,2002,363
8024,2003,359
8024,2004,362
8024,2005,357
8024,2006,371
8024,2007,394
8024,2008,373
8024,2009,373
8024,2010,357
8024,2011,357
8024,2012,336
8024,2013,349
8024,2014,346
8024,2015,358
8024,2016,378
8024,2017,387
8025,2000,191
8025,2001,186
8025,2002,180
8025,2003,182
8025,2004,184
8025,2005,187
8025,2006,193
8025,2007,186
8025,2008,184
8025,2009,182
8025,2010,175
8025,2011,184
8025,2012,190
8025,2013,194
8025,2014,195
8025,2015,190
8025,2016,194
8025,2017,186
8026,2000,278
8026,2001,267
8026,2002,277
8026,2003,269
8026,2004,268
8026,2005,267
8026,2006,254
8026,2007,255
8026,2008,239
8026,2009,216
8026,2010,218
8026,2011,216
8026,2012,226
8026,2013,220
8026,2014,214
8026,2015,210
8026,2016,215
8026,2017,214
8037,2000,68
8037,2001,66
8037,2002,73
8037,2003,74
8037,2004,80
8037,2005,81
8037,2006,82
8037,2007,80
8037,2008,88
8037,2009,83
8037,2010,90
8037,2011,96
8037,2012,94
8037,2013,105
8037,2014,105
8037,2015,108
8037,2016,115
8037,2017,124
8038,2000,63
8038,2001,69
8038,2002,69
8038,2003,78
8038,2004,83
8038,2005,87
8038,2006,90
8038,2007,84
8038,2008,78
8038,2009,77
8038,2010,79
8038,2011,84
8038,2012,90
8038,2013,93
8038,2014,98
8038,2015,101
8038,2016,111
8038,2017,121
8039,2000,205
8039,2001,195
8039,2002,189
8039,2003,189
8039,2004,200
8039,2005,200
8039,2006,199
8039,2007,197
8039,2008,191
8039,2009,192
8039,2010,190
8039,2011,198
8039,2012,203
8039,2013,198
8039,2014,193
8039,2015,203
8039,2016,207
8039,2017,202
8041,2000,43
8041,2001,40
8041,2002,43
8041,2003,37
8041,2004,36
8041,2005,35
8041,2006,34
8041,2007,39
8041,2008,41
8041,2009,48
8041,2010,48
8041,2011,55
8041,2012,56
8041,2013,58
8041,2014,53
8041,2015,59
8041,2016,59
8041,2017,65
8042,2000,70
8042,2001,66
8042,2002,73
8042,2003,77
8042,2004,82
8042,2005,80
8042,2006,72
8042,2007,67
8042,2008,64
8042,2009,63
8042,2010,70
8042,2011,74
8042,2012,75
8042,2013,82
8042,2014,87
8042,2015,83
8042,2016,80
8042,2017,81
8043,2000,98
8043,2001,88
8043,2002,87
8043,2003,89
8043,2004,86
8043,2005,82
8043,2006,78
8043,2007,84
8043,2008,77
8043,2009,78
8043,2010,73
8043,2011,72
8043,2012,66
8043,2013,65
8043,2014,62
8043,2015,68
8043,2016,63
8043,2017,67
8044,2000,74
8044,2001,74
8044,2002,77
8044,2003,84
8044,2004,82
8044,2005,87
8044,2006,88
8044,2007,84
8044,2008,82
8044,2009,85
8044,2010,88
8044,2011,92
8044,2012,91
8044,2013,92
8044,2014,91
8044,2015,92
8044,2016,88
8044,2017,86
8045,2000,58
8045,2001,59
8045,2002,64
8045,2003,66
8045,2004,63
8045,2005,66
8045,2006,65
8045,2007,71
8045,2008,71
8045,2009,61
8045,2010,64
8045,2011,59
8045,2012,56
8045,2013,61
8045,2014,64
8045,2015,70
8045,2016,72
8045,2017,69
8057,2000,92
8057,2001,90
8057,2002,92
8057,2003,98
8057,2004,104
8057,2005,108
8057,2006,110
8057,2007,111
8057,2008,111
8057,2009,123
8057,2010,121
8057,2011,122
8057,2012,116
8057,2013,118
8057,2014,117
8057,2015,112
8057,2016,110
8057,2017,115
8061,2000,298
8061,2001,295
8061,2002,297
8061,2003,300
8061,2004,291
8061,2005,275
8061,2006,267
8061,2007,258
8061,2008,253
8061,2009,245
8061,2010,239
8061,2011,237
8061,2012,225
8061,2013,221
8061,2014,199
8061,2015,187
8061,2016,168
8061,2017,167
8062,2000,201
8062,2001,215
8062,2002,225
8062,2003,232
8062,2004,234
8062,2005,223
8062,2006,222
8062,2007,213
8062,2008,199
8062,2009,194
8062,2010,196
8062,2011,199
8062,2012,199
8062,2013,200
8062,2014,197
8062,2015,201
8062,2016,214
8062,2017,218
8063,2000,0
8063,2001,0
8063,2002,0
8063,2003,0
8063,2004,0
8063,2005,0
8063,2006,0
8063,2007,0
8063,2008,4
8063,2009,5
8063,2010,14
8063,2011,19
8063,2012,24
8063,2013,27
8063,2014,36
8063,2015,41
8063,2016,42
8063,2017,47
8064,2000,0
8064,2001,0
8064,2002,0
8064,2003,0
8064,2004,0
8064,2005,0
8064,2006,0
8064,2007,0
8064,2008,0
8064,2009,0
8064,2010,0
8064,2011,0
8064,2012,0
8064,2013,0
8064,2014,0
8064,2015,0
8064,2016,1
8064,2017,1
8065,2000,0
8065,2001,0
8065,2002,0
8065,2003,0
8065,2004,0
8065,2005,0
8065,2006,1
8065,2007,1
8065,2008,2
8065,2009,2
8065,2010,2
8065,2011,1
8065,2012,0
8065,2013,0
8065,2014,0
8065,2015,1
8065,2016,2
8065,2017,1
8066,2000,107
8066,2001,110
8066,2002,118
8066,2003,129
8066,2004,128
8066,2005,118
8066,2006,124
8066,2007,124
8066,2008,130
8066,2009,134
8066,2010,128
8066,2011,134
8066,2012,142
8066,2013,139
8066,2014,133
8066,2015,123
8066,2016,127
8066,2017,124
8067,2000,327
8067,2001,322
8067,2002,314
8067,2003,307
8067,2004,304
8067,2005,285
8067,2006,276
8067,2007,262
8067,2008,247
8067,2009,233
8067,2010,219
8067,2011,211
8067,2012,201
8067,2013,192
8067,2014,182
8067,2015,178
8067,2016,179
8067,2017,182
8068,2000,164
8068,2001,161
8068,2002,167
8068,2003,172
8068,2004,181
8068,2005,183
8068,2006,181
8068,2007,183
8068,2008,178
8068,2009,189
8068,2010,184
8068,2011,183
8068,2012,179
8068,2013,179
8068,2014,175
8068,2015,177
8068,2016,178
8068,2017,182
8069,2000,34
8069,2001,41
8069,2002,45
8069,2003,45
8069,2004,49
8069,2005,47
8069,2006,49
8069,2007,51
8069,2008,49
8069,2009,45
8069,2010,45
8069,2011,51
8069,2012,48
8069,2013,51
8069,2014,49
8069,2015,51
8069,2016,49
8069,2017,43
8071,2000,125
8071,2001,125
8071,2002,122
8071,2003,120
8071,2004,121
8071,2005,118
8071,2006,116
8071,2007,116
8071,2008,111
8071,2009,102
8071,2010,108
8071,2011,100
8071,2012,94
8071,2013,97
8071,2014,98
8071,2015,102
8071,2016,106
8071,2017,106
8072,2000,90
8072,2001,83
8072,2002,81
8072,2003,82
8072,2004,80
8072,2005,74
8072,2006,75
8072,2007,70
8072,2008,72
8072,2009,70
8072,2010,73
8072,2011,64
8072,2012,62
8072,2013,63
8072,2014,60
8072,2015,61
8072,2016,61
8072,2017,56
8073,2000,170
8073,2001,173
8073,2002,186
8073,2003,183
8073,2004,180
8073,2005,182
8073,2006,191
8073,2007,188
8073,2008,177
8073,2009,168
8073,2010,162
8073,2011,155
8073,2012,162
8073,2013,161
8073,2014,178
8073,2015,175
8073,2016,187
8073,2017,172
8074,2000,92
8074,2001,96
8074,2002,98
8074,2003,96
8074,2004,93
8074,2005,86
8074,2006,85
8074,2007,81
8074,2008,82
8074,2009,88
8074,2010,90
8074,2011,90
8074,2012,94
8074,2013,94
8074,2014,99
8074,2015,103
8074,2016,105
8074,2017,110
8075,2000,110
8075,2001,109
8075,2002,101
8075,2003,94
8075,2004,95
8075,2005,99
8075,2006,108
8075,2007,109
8075,2008,107
8075,2009,104
8075,2010,106
8075,2011,99
8075,2012,91
8075,2013,92
8075,2014,85
8075,2015,87
8075,2016,100
8075,2017,98
8076,2000,94
8076,2001,91
8076,2002,82
8076,2003,81
8076,2004,78
8076,2005,78
8076,2006,79
8076,2007,79
8076,2008,79
8076,2009,73
8076,2010,75
8076,2011,74
8076,2012,80
8076,2013,81
8076,2014,81
8076,2015,87
8076,2016,92
8076,2017,93
808,2000,43
808,2001,48
808,2002,50
808,2003,50
808,2004,49
808,2005,52
808,2006,58
808,2007,58
808,2008,52
808,2009,53
808,2010,55
808,2011,54
808,2012,55
808,2013,53
808,2014,57
808,2015,61
808,2016,59
808,2017,60
11,2000,394
11,2001,401
11,2002,413
11,2003,409
11,2004,418
11,2005,422
11,2006,417
11,2007,406
11,2008,414
11,2009,419
11,2010,424
11,2011,416
11,2012,405
11,2013,406
11,2014,421
11,2015,415
11,2016,408
11,2017,403
12,2000,1012
12,2001,1021
12,2002,1017
12,2003,1018
12,2004,1006
12,2005,1007
12,2006,988
12,2007,963
12,2008,932
12,2009,929
12,2010,915
12,2011,903
12,2012,888
12,2013,881
12,2014,854
12,2015,845
12,2016,853
12,2017,856
13,2000,447
13,2001,456
13,2002,468
13,2003,489
13,2004,505
13,2005,505
13,2006,510
13,2007,519
13,2008,525
13,2009,516
13,2010,511
13,2011,497
13,2012,489
13,2013,490
13,2014,481
13,2015,452
13,2016,454
13,2017,444
14,2000,477
14,2001,493
14,2002,477
14,2003,478
14,2004,484
14,2005,484
14,2006,482
14,2007,490
14,2008,484
14,2009,483
14,2010,490
14,2011,493
14,2012,494
14,2013,497
14,2014,500
14,2015,505
14,2016,493
14,2017,491
15,2000,639
15,2001,653
15,2002,650
15,2003,662
15,2004,678
15,2005,677
15,2006,684
15,2007,690
15,2008,681
15,2009,683
15,2010,673
15,2011,675
15,2012,648
15,2013,637
15,2014,647
15,2015,676
15,2016,662
15,2017,680
61,2000,668
61,2001,670
61,2002,677
61,2003,674
61,2004,673
61,2005,649
61,2006,646
61,2007,628
61,2008,635
61,2009,624
61,2010,624
61,2011,634
61,2012,610
61,2013,583
61,2014,589
61,2015,579
61,2016,589
61,2017,594
62,2000,294
62,2001,286
62,2002,285
62,2003,293
62,2004,291
62,2005,304
62,2006,300
62,2007,295
62,2008,298
62,2009,300
62,2010,285
62,2011,287
62,2012,272
62,2013,280
62,2014,270
62,2015,267
62,2016,276
62,2017,271
63,2000,371
63,2001,367
63,2002,371
63,2003,378
63,2004,386
63,2005,379
63,2006,375
63,2007,374
63,2008,361
63,2009,364
63,2010,359
63,2011,349
63,2012,356
63,2013,353
63,2014,348
63,2015,358
63,2016,358
63,2017,351
81,2000,175
81,2001,180
81,2002,179
81,2003,180
81,2004,187
81,2005,186
81,2006,190
81,2007,193
81,2008,194
81,2009,176
81,2010,166
81,2011,153
81,2012,156
81,2013,158
81,2014,149
81,2015,146
81,2016,137
81,2017,147
82,2000,393
82,2001,407
82,2002,419
82,2003,430
82,2004,436
82,2005,451
82,2006,453
82,2007,449
82,2008,447
82,2009,458
82,2010,458
82,2011,456
82,2012,462
82,2013,448
82,2014,450
82,2015,463
82,2016,460
82,2017,461
83,2000,88
83,2001,86
83,2002,90
83,2003,88
83,2004,87
83,2005,83
83,2006,79
83,2007,83
83,2008,80
83,2009,80
83,2010,78
83,2011,74
83,2012,76
83,2013,77
83,2014,76
83,2015,77
83,2016,78
83,2017,79
2,2000,497
2,2001,487
2,2002,481
2,2003,478
2,2004,471
2,2005,469
2,2006,470
2,2007,474
2,2008,451
2,2009,446
2,2010,435
2,2011,405
2,2012,403
2,2013,388
2,2014,391
2,2015,380
2,2016,392
2,2017,392
5,2000,1309
5,2001,1292
5,2002,1281
5,2003,1266
5,2004,1248
5,2005,1223
5,2006,1223
5,2007,1191
5,2008,1186
5,2009,1172
5,2010,1178
5,2011,1189
5,2012,1163
5,2013,1182
5,2014,1157
5,2015,1175
5,2016,1170
5,2017,1208
7,2000,1090
7,2001,1130
7,2002,1135
7,2003,1138
7,2004,1135
7,2005,1163
7,2006,1165
7,2007,1173
7,2008,1178
7,2009,1184
7,2010,1189
7,2011,1196
7,2012,1185
7,2013,1205
7,2014,1231
7,2015,1263
7,2016,1251
7,2017,1307
