geo,time,befolkning_alder_25_44_ar
11,2013,279
11,2014,291
11,2015,310
11,2016,310
11,2017,315
12,2000,866
12,2001,867
12,2002,863
12,2003,866
12,2004,855
12,2005,845
12,2006,839
12,2007,842
12,2008,841
12,2009,832
12,2010,816
12,2011,804
12,2012,816
12,2013,808
12,2014,811
12,2015,827
12,2016,820
12,2017,814
13,2000,389
13,2001,389
13,2002,382
13,2003,359
13,2004,353
13,2005,358
13,2006,340
13,2007,329
13,2008,319
13,2009,295
13,2010,277
13,2011,277
13,2012,248
13,2013,241
13,2014,246
13,2015,267
13,2016,273
13,2017,274
14,2000,376
14,2001,367
14,2002,354
14,2003,348
14,2004,332
14,2005,338
14,2006,318
14,2007,315
14,2008,306
14,2009,299
14,2010,298
14,2011,289
14,2012,278
14,2013,291
14,2014,276
14,2015,288
14,2016,285
14,2017,278
15,2000,518
15,2001,499
15,2002,506
15,2003,514
15,2004,494
15,2005,525
15,2006,511
15,2007,521
15,2008,530
15,2009,520
15,2010,535
15,2011,494
15,2012,523
15,2013,517
15,2014,508
15,2015,519
15,2016,570
15,2017,611
61,2000,567
61,2001,563
61,2002,569
61,2003,544
61,2004,556
61,2005,538
61,2006,548
61,2007,533
61,2008,526
61,2009,513
61,2010,495
61,2011,477
61,2012,473
61,2013,464
61,2014,452
61,2015,452
61,2016,453
61,2017,449
62,2000,237
62,2001,240
62,2002,237
62,2003,235
62,2004,226
62,2005,214
62,2006,204
62,2007,193
62,2008,188
62,2009,186
62,2010,182
62,2011,185
62,2012,186
62,2013,171
62,2014,172
62,2015,192
62,2016,219
62,2017,201
63,2000,303
63,2001,302
63,2002,309
63,2003,295
63,2004,276
63,2005,262
63,2006,265
63,2007,261
63,2008,246
63,2009,226
63,2010,233
63,2011,236
63,2012,234
63,2013,231
63,2014,229
63,2015,220
63,2016,232
63,2017,239
81,2000,81
81,2001,82
81,2002,76
81,2003,76
81,2004,71
81,2005,69
81,2006,64
81,2007,71
81,2008,70
81,2009,73
81,2010,75
81,2011,67
81,2012,68
81,2013,75
81,2014,71
81,2015,79
81,2016,90
81,2017,90
82,2000,404
82,2001,395
82,2002,408
82,2003,406
82,2004,403
82,2005,396
82,2006,404
82,2007,404
82,2008,406
82,2009,378
82,2010,373
82,2011,372
82,2012,380
82,2013,379
82,2014,376
82,2015,374
82,2016,386
82,2017,375
83,2000,72
83,2001,75
83,2002,74
83,2003,75
83,2004,70
83,2005,77
83,2006,78
83,2007,73
83,2008,71
83,2009,70
83,2010,69
83,2011,66
83,2012,67
83,2013,59
83,2014,52
83,2015,55
83,2016,55
83,2017,55
2,2000,343
2,2001,352
2,2002,348
2,2003,341
2,2004,351
2,2005,364
2,2006,357
2,2007,377
2,2008,384
2,2009,364
2,2010,360
2,2011,353
2,2012,365
2,2013,353
2,2014,343
2,2015,341
2,2016,334
2,2017,335
5,2000,1261
5,2001,1292
5,2002,1267
5,2003,1270
5,2004,1269
5,2005,1273
5,2006,1290
5,2007,1318
5,2008,1309
5,2009,1282
5,2010,1266
5,2011,1231
5,2012,1220
5,2013,1195
5,2014,1219
5,2015,1227
5,2016,1221
5,2017,1192
7,2000,1107
7,2001,1110
7,2002,1157
7,2003,1189
7,2004,1251
7,2005,1303
7,2006,1382
7,2007,1368
7,2008,1383
7,2009,1376
7,2010,1348
7,2011,1351
7,2012,1344
7,2013,1342
7,2014,1345
7,2015,1350
7,2016,1347
7,2017,1328
